0,2
2,4
3,4
5,2
6,2
7,3
9,2
10,5
12,2
13,2
14,2
16,2
17,2
18,2
20,2
22,2
24,2
26,2
27,2
28,2
29,2
30,3
31,2
32,4
34,2
35,3
36,2
37,3
38,2
39,3
40,2
41,2
42,2
43,2
44,4
45,2
46,2
47,2
48,4
49,2
50,2
51,2
53,2
54,3
55,4
56,3
57,2
58,2
60,4
61,3
63,3
65,2
66,2
68,3
69,2
71,2
72,3
73,5
74,2
75,3
76,5
77,2
78,2
79,2
80,2
81,4
82,4
84,2
86,4
87,2
88,3
89,2
90,2
91,2
92,2
93,2
94,3
95,5
97,2
98,2
99,2
101,2
102,2
103,2
104,2
105,3
106,2
107,2
108,2
110,2
111,2
112,2
113,2
114,4
115,2
116,2
117,4
118,2
120,2
121,4
122,3
123,2
124,3
126,2
127,2
128,2
129,4
130,2
131,2
132,2
134,2
135,4
136,4
137,3
138,4
139,2
141,5
142,3
144,4
145,2
146,2
147,3
148,5
150,3
151,5
152,4
153,4
154,5
155,4
156,2
157,4
158,2
160,3
161,2
162,4
164,2
165,2
166,2
167,4
168,2
169,2
170,2
171,4
172,2
173,2
175,2
177,3
178,2
180,2
181,2
182,2
183,3
184,3
185,5
186,2
187,2
188,2
189,3
190,2
192,4
193,2
194,2
195,2
196,2
198,2
199,4
200,3
201,2
202,3
203,2
204,3
205,2
206,3
207,2
208,2
210,2
211,2
212,2
213,2
214,5
215,2
216,3
217,5
218,2
219,2
220,2
221,4
222,3
223,2
224,3
225,2
226,2
227,2
228,2
229,2
230,3
231,2
232,2
233,2
234,4
235,4
236,2
237,2
238,2
239,2
240,2
241,2
242,2
243,2
244,4
245,3
246,3
247,3
248,4
249,2
250,4
251,2
252,2
253,3
254,2
255,4
256,2
257,2
258,2
259,3
260,5
261,2
262,2
263,2
264,4
265,2
266,2
267,3
268,2
269,2
270,2
271,2
272,2
273,3
274,2
275,2
276,3
277,2
278,3
279,2
280,2
281,2
282,2
283,2
284,2
285,2
286,2
287,2
288,2
290,2
291,2
292,2
293,2
294,3
295,3
296,3
297,2
298,2
299,2
