0,128,129,3,130,5,6,7,9,138,139,268,269,271,273,18,147,278,26,155,156,30,38,171,55,190,192,193,320,200,74,78,79,80,472,218,102,103,106,107,1005,117
1033,12,13,14,17,22,27,284,158,414,160,928,930,37,40,41,42,45,175,48,50,54,184,58,187,60,61,63,704,319,66,195,69,71,72,73,456,75,76,457,82,210,84,338,86,87,89,90,91,861,226,104,110,370,1013,246
512,137,10,267,141,16,403,532,533,408,537,28,29,287,161,292,166,170,430,53,441,442,57,572,317,189,448,322,68,199,201,202,585,204,203,206,974,207,81,208,461,340,77,215,219,476,92,99,101,366,114,244,245,247,377,250
256,257,897,513,388,900,392,393,394,395,266,525,654,399,1040,400,402,921,538,412,545,290,294,552,172,557,308,565,185,570,315,446,449,196,327,588,332,463,464,337,468,853,214,599,983,342,603,478,868,249,872,488,234,236,496,241,498,497,116,503,248,505,379
640,901,522,651,144,528,150,410,795,157,543,288,34,164,677,934,938,554,46,47,304,49,180,564,693,312,700,321,581,325,329,458,460,462,978,211,213,854,602,475,479,992,97,232,233,235,238,373,374,375,376,124
514,1029,1031,903,905,781,653,1038,913,787,789,534,917,920,918,676,806,680,558,814,945,178,697,828,829,957,833,962,834,580,707,719,851,725,600,986,731,988,734,862,740,871,616,617,1004,622,628,1015,1019,1020,765,638
385,132,134,648,649,652,1037,655,784,529,658,530,1021,406,546,291,931,551,173,686,691,948,824,827,316,447,576,708,587,717,847,592,593,852,981,598,855,984,473,990,995,1002,875,491,492,624,630,504,635,892,637,1022
384,387,902,646,650,270,272,531,276,277,790,279,148,409,154,162,36,165,298,44,942,51,181,950,694,188,959,960,65,450,710,583,328,341,471,1016,601,611,869,231,108,620,239,240,368,242,1012,372,629,632,252,383
898,1026,1028,516,135,520,777,908,911,1039,401,274,1046,663,664,153,797,553,682,810,940,685,812,556,822,695,439,823,826,578,966,591,976,721,722,850,474,477,889,991,737,356,997,614,615,996,493,367,243,756,761,767
1024,643,645,775,904,1032,1035,1036,1043,661,791,794,922,672,673,802,674,678,167,807,941,815,687,943,559,571,445,318,963,323,326,970,848,724,470,856,732,610,227,228,229,873,494,1006,751,625,757,886,760,633,890,511
899,1030,776,907,779,1045,923,924,669,926,927,799,929,670,675,932,933,803,295,936,296,935,563,437,825,698,574,453,965,709,712,716,849,723,730,987,865,866,742,362,363,364,878,750,880,113,1008,755,502,1017,762,763
386,772,391,136,265,523,142,657,275,660,152,925,31,293,679,809,811,428,683,560,818,690,949,314,956,701,968,330,844,972,973,720,977,979,596,469,726,380,220,95,863,619,748,365,626,883,627,118,120,123,636,381
1025,131,517,390,264,521,524,398,145,404,407,280,151,796,286,297,937,299,939,301,300,566,183,438,186,961,836,454,967,582,586,459,205,343,93,94,480,481,482,355,98,608,230,743,360,122,490,115,888,1018,764,1023
1027,780,909,910,405,792,536,667,285,413,671,415,801,418,419,420,421,422,423,424,417,426,427,550,429,813,431,432,433,434,435,692,416,182,584,333,718,216,985,217,857,989,681,357,358,747,882,758,126,508,894,127
770,259,644,773,262,518,263,642,258,261,782,914,146,1044,283,668,804,555,684,816,689,946,947,958,451,452,838,839,714,334,212,344,345,346,347,348,350,735,352,736,354,353,351,487,105,887,253,378,507,893,254,255
768,641,778,396,397,526,527,535,281,282,411,539,541,542,540,544,549,805,302,303,688,568,569,954,955,444,443,705,194,964,711,713,845,846,594,597,604,605,609,738,739,612,993,998,999,361,489,874,746,369,1009,759
260,389,774,647,656,793,800,168,169,425,43,817,306,309,310,311,696,699,835,837,198,971,715,331,975,466,467,339,860,349,221,607,864,867,484,485,486,359,483,618,879,495,111,371,499,500,631,121,251,509,382,895
771,1034,783,1042,659,788,916,662,665,944,561,562,307,436,951,440,313,952,573,830,703,832,831,842,843,595,980,982,727,728,858,733,606,613,870,741,744,745,1001,1003,876,237,877,623,1007,881,753,884,885,891,766,639
896,769,515,519,906,1041,785,915,786,919,666,547,548,177,819,820,821,567,953,702,575,577,706,579,324,455,840,841,969,589,590,335,336,729,859,222,223,224,225,994,1000,621,749,752,112,754,1010,1011,1014,634,506,510
