128,129,130,900,7,9,138,18,147,26,155,156,284,30,287,414,797,290,683,173,430,306,55,567,442,572,317,189,446,448,193,322,323,320,200,457,74,332,78,79,80,208,338,340,215,472,218,92,861,102,104,106,107,366,370,117,246,502,377,250,1022
2,3,5,6,647,1032,520,906,393,266,1043,405,22,664,412,413,157,416,160,674,166,294,427,308,57,571,315,449,321,963,72,73,75,77,333,724,342,214,217,346,353,610,99,229,230,357,236,493,494,625,626,497,243,757,249,890,379,127
388,1034,267,525,1042,659,20,532,158,161,292,554,559,562,307,436,565,438,951,440,313,445,318,69,582,327,456,201,202,843,76,206,463,464,81,978,595,850,854,728,216,478,226,358,615,488,233,234,877,238,496,241,114,881,116,624,503,253
897,10,396,397,526,399,16,17,402,531,528,281,537,411,540,28,795,415,545,167,424,170,304,312,954,443,700,66,68,581,710,583,713,458,329,462,211,213,856,602,221,479,738,739,611,232,746,490,874,235,368,369,753,242,500,759,248,509
1025,264,137,139,524,141,398,14,145,403,404,533,534,407,280,792,24,408,796,29,32,37,39,40,297,937,939,299,41,45,171,50,51,53,566,183,56,441,58,187,60,319,961,65,836,454,967,199,585,586,203,460,205,204,207,461,974,476,93,94,480,481,482,355,743,103,110,247,888,1018,764,1023
896,512,513,515,256,257,261,519,1041,785,915,786,919,666,27,547,548,38,557,175,177,819,820,821,184,953,702,575,706,579,324,455,840,841,588,589,590,717,335,336,337,84,853,86,87,729,859,219,222,223,224,225,994,101,1000,621,749,752,112,1010,1011,754,506,1014,375,1013,634
1026,131,514,1030,903,392,521,394,651,268,269,654,271,400,273,911,917,278,789,918,921,1046,930,552,810,172,687,178,185,570,186,825,829,190,902,828,833,195,196,905,716,599,600,983,986,603,988,477,740,872,617,1005,622,1008,498,244,245,376,763
640,643,1029,136,910,1039,274,275,276,660,279,152,663,410,928,35,164,165,677,43,556,812,46,942,814,49,817,693,957,718,591,339,851,469,474,734,862,992,97,483,356,108,239,240,628,629,373,631,632,889,124,638
1027,132,1028,1031,648,1033,1019,779,780,909,653,781,776,907,894,908,790,920,669,670,671,801,546,931,803,421,806,423,551,425,933,428,429,940,432,435,948,182,826,834,712,976,985,996,237,755,1012,761,635,1020,1021,126
384,385,386,898,636,765,265,913,536,293,550,934,680,422,558,560,945,690,180,822,695,314,955,188,956,63,707,580,326,584,972,973,719,720,721,596,855,88,89,857,731,95,614,616,365,508,751,627,252,380,381,382
517,646,777,522,144,277,150,153,285,286,800,417,418,34,36,288,168,169,426,42,431,47,48,434,309,311,696,192,835,837,198,325,71,715,459,975,467,341,475,737,98,484,485,486,231,618,620,371,372,115,374,251
774,775,135,650,523,656,788,916,791,665,667,419,420,676,678,807,685,561,694,952,573,831,832,842,331,848,982,727,470,601,858,732,860,606,863,613,741,870,744,1001,1003,876,1006,623,1007,495,885,760,633,891,766,895
769,899,772,401,923,925,927,31,929,932,936,296,818,563,691,437,949,439,824,61,703,577,578,708,965,453,968,969,971,847,593,722,852,725,343,987,733,866,995,997,362,363,1004,364,113,758,504,1017,762,892,510,639
0,642,259,644,773,262,518,263,260,258,782,914,146,1044,767,283,668,804,553,682,555,684,816,433,946,947,958,830,451,452,838,334,212,344,345,91,348,350,735,352,736,354,351,487,105,745,756,887,507,893,254,255
387,901,390,389,270,272,657,787,148,151,409,162,679,295,809,298,811,44,938,181,950,310,701,959,960,704,450,328,977,82,466,726,471,347,220,349,607,991,869,359,360,747,748,111,883,499,118,120,121,122,123,383
768,641,778,395,12,13,527,1040,535,793,282,539,538,541,542,543,544,549,805,935,300,301,302,303,564,54,568,444,705,194,964,711,330,845,846,594,468,597,605,864,609,608,612,868,998,999,871,361,489,1009,1015,505
516,134,391,649,652,1037,142,655,784,529,658,530,662,406,154,291,681,686,688,823,569,698,827,316,574,447,576,966,587,592,210,979,981,598,473,90,604,989,990,993,1002,875,491,492,878,367,882,630,1016,378,637,511
1024,770,771,645,904,1035,1036,1038,783,661,1045,794,922,924,926,799,672,673,802,675,941,813,943,815,689,944,692,697,699,962,709,839,970,714,844,849,723,980,984,730,865,227,867,228,742,873,619,750,879,880,884,886
