0,128,129,259,3,5,6,7,130,9,138,139,914,146,18,147,26,283,155,156,30,38,555,171,55,320,193,200,74,334,78,79,80,344,472,218,354,102,103,106,107,117,378,255
512,137,267,141,16,403,532,533,408,537,284,414,287,161,292,166,170,430,48,441,442,572,317,319,448,322,199,456,585,457,203,204,461,206,207,974,338,340,215,90,219,92,476,861,101,104,366,114,370,244,245,1013,247,246,377,250
10,12,13,14,17,22,27,28,29,158,160,37,40,41,42,45,175,50,53,54,184,57,58,187,60,61,189,63,66,195,68,69,71,72,201,73,75,76,973,972,968,77,969,82,81,208,84,86,87,89,91,226,99,110,202,638
897,513,131,900,392,521,393,651,394,269,395,271,400,273,654,268,402,525,278,399,534,538,412,545,290,294,552,172,557,51,308,565,570,700,190,446,65,449,196,327,332,463,464,337,468,853,342,599,478,488,234,236,1005,496,241,498,116,503,248,505,122
1026,514,1028,1030,902,520,903,905,911,917,1046,918,789,921,286,799,930,810,811,554,814,438,825,185,186,828,829,833,584,716,849,850,723,983,600,603,862,479,992,740,872,617,619,748,493,622,238,1008,243,883,632,889
640,907,524,270,1039,144,410,670,288,34,803,677,934,933,44,428,46,47,49,693,826,188,957,581,710,329,462,591,978,851,596,469,211,471,602,220,863,737,97,611,359,231,233,232,235,365,124,753,627,502,1019,252
1025,646,264,650,398,404,277,407,280,279,153,36,297,939,299,43,817,694,183,450,836,454,583,586,331,205,339,341,601,93,94,480,481,482,355,483,743,108,620,239,495,111,240,368,500,629,242,888,121,1018,123,1023
899,643,1029,1031,136,776,779,908,401,274,663,536,666,923,669,31,932,295,936,809,553,679,556,173,812,937,560,940,818,563,562,685,566,701,453,967,976,722,732,605,356,742,362,363,1004,747,1006,113,755,761,1017,765
132,649,1033,1037,142,653,529,530,1045,790,791,920,154,796,927,928,929,546,291,931,676,806,681,686,823,567,698,576,832,577,965,587,593,977,981,984,473,987,990,866,762,616,1002,875,878,1012,756,630,760,633,890,510
1024,645,135,904,1032,906,1035,1036,775,661,664,794,922,924,926,672,673,802,675,674,678,807,941,687,815,943,559,571,445,318,963,323,709,970,844,848,724,470,726,856,730,610,867,228,229,750,494,625,626,757,886,511
256,257,770,642,644,773,262,518,263,260,258,261,782,657,145,1044,668,797,804,682,684,816,689,946,947,958,961,451,452,839,714,212,345,346,347,348,349,350,351,736,352,353,487,105,497,887,253,507,764,893,254,767
516,637,134,391,265,652,781,655,784,658,1043,406,551,680,558,178,691,948,824,827,316,574,447,834,962,708,580,578,838,712,966,847,592,210,979,852,725,598,1016,986,988,734,735,996,997,492,628,504,635,636,1021,1022
768,778,396,397,1038,527,1040,793,281,411,282,539,542,540,544,805,935,302,688,569,954,955,444,443,697,705,194,964,711,713,330,458,845,846,594,597,604,609,738,739,993,868,998,999,871,361,489,874,746,1009,1015,759
384,385,386,387,898,389,388,641,509,266,523,913,275,660,276,535,157,541,293,296,945,180,181,949,439,695,822,314,315,321,707,326,719,720,721,214,855,731,120,95,865,227,612,614,751,880,380,249,379,892,381,382
774,647,383,656,272,531,148,787,152,409,795,800,162,298,938,306,309,310,311,696,950,699,959,960,704,835,837,198,328,971,715,975,466,860,221,991,864,607,484,485,869,873,618,491,879,369,499,372,371,118,251,895
771,1034,783,1042,659,788,916,662,615,665,944,561,307,436,951,952,313,440,573,830,831,703,842,843,595,980,982,727,728,854,858,733,606,613,870,741,744,1001,745,1003,876,237,877,623,1007,624,881,884,885,891,766,639
901,390,517,648,777,522,528,150,151,925,543,164,165,167,168,169,300,301,942,304,564,437,568,312,956,192,325,582,459,460,467,213,343,474,475,477,608,98,230,631,360,486,490,364,367,115,373,374,375,376,763,1020
896,769,515,772,519,526,1041,785,915,786,919,547,548,683,177,690,819,820,821,953,702,575,706,579,324,455,840,841,588,717,590,335,589,336,729,859,222,223,224,225,994,995,1000,621,752,112,754,1010,1011,1014,634,506
1027,780,909,910,405,792,667,285,413,671,415,801,418,419,420,421,422,423,424,425,426,427,549,429,813,431,432,433,434,435,692,417,182,416,303,333,718,550,216,985,217,857,989,357,358,749,882,758,126,508,894,127
