2,130,1032,393,906,266,138,1043,147,405,22,664,157,158,797,416,160,674,294,424,427,683,173,559,304,567,571,443,318,193,323,963,333,78,464,342,214,216,217,346,353,610,226,229,230,234,493,494,625,626,497,243,757,502,249,890,379,253,1022
128,129,3,900,5,6,7,9,18,26,155,156,284,414,30,287,412,290,166,430,306,308,55,57,442,572,317,189,446,448,449,322,457,74,73,332,77,79,80,208,338,340,215,472,218,92,861,99,102,104,106,107,366,370,117,246,377,250
388,520,1034,267,525,1042,659,20,532,413,161,292,554,307,436,565,438,951,440,313,315,445,321,69,582,327,456,201,202,843,72,76,462,463,206,81,978,595,724,850,854,728,478,357,358,615,488,233,236,877,238,496,241,114,624,116,503,75
897,647,10,396,397,526,399,16,17,402,531,528,281,537,411,540,28,795,415,545,167,170,562,312,954,700,66,68,581,710,583,713,458,329,211,213,856,602,221,479,738,739,611,232,746,490,874,235,368,369,242,753,500,881,759,248,509,127
896,512,513,515,519,1041,785,915,786,534,919,24,666,32,547,548,35,39,557,177,819,820,821,56,953,702,575,706,579,324,455,840,841,588,589,590,717,335,336,84,853,86,87,88,729,859,219,222,223,224,225,994,101,1000,621,749,752,112,1010,1011,754,506,1014,1013,634
1026,514,1028,1030,392,777,522,651,908,394,654,1039,911,400,150,410,672,164,933,552,810,172,175,178,693,437,184,185,570,195,196,325,453,460,716,591,207,337,599,474,477,992,363,748,1004,1008,113,498,883,374,375,376,889,763,1017
1024,899,645,903,904,905,1035,1036,661,918,917,1046,789,794,923,924,926,799,673,802,675,932,930,936,811,941,814,815,687,943,563,825,828,957,829,833,962,709,970,849,723,983,600,730,986,988,862,740,742,872,617,619,750,622
640,1029,646,136,907,144,657,276,153,922,928,288,679,168,553,682,938,295,940,942,309,310,311,696,826,699,835,837,198,718,467,469,341,475,734,737,97,483,228,485,362,123,108,508,620,879,364,629,373,631,886,251,892,767
771,643,774,135,776,779,783,655,401,916,791,663,665,669,803,807,812,944,694,952,573,830,831,450,712,842,715,848,976,722,980,982,727,470,601,726,860,613,741,745,1001,1003,1006,623,1007,495,755,884,885,756,761,633,891,895
132,1031,648,1033,1037,653,781,784,529,639,656,788,1045,920,927,800,929,546,291,931,806,551,681,685,561,948,823,698,576,578,834,708,587,977,852,981,984,987,732,733,990,606,736,866,996,744,1002,875,237,878,635,1020,1021,511
384,385,898,769,772,516,134,765,649,142,913,530,660,662,282,925,677,680,558,560,945,690,181,822,439,695,701,703,577,707,326,966,971,719,721,593,851,596,855,473,89,731,220,865,995,614,616,747,751,880,882,504,762,381
382,650,268,269,271,272,273,274,275,277,278,279,921,670,676,293,678,934,165,550,818,180,314,188,956,190,960,580,968,969,584,331,972,973,844,975,720,339,603,95,863,356,484,618,365,371,627,372,252,120,121,1019,380,638
1027,510,391,780,909,910,652,658,406,667,285,671,801,418,419,420,421,422,423,425,426,428,429,813,431,432,433,434,435,692,691,182,686,824,827,316,574,447,847,592,210,979,725,598,985,90,989,492,367,758,630,126,637,894
768,641,778,395,1038,527,1040,536,793,538,539,542,543,544,805,549,935,809,302,303,688,564,949,54,568,569,697,955,444,705,194,711,330,845,846,594,468,597,857,604,605,609,993,612,868,998,999,871,361,489,1009,1015,505,636
1025,131,517,390,264,521,524,398,145,407,280,792,151,796,286,417,297,937,299,939,301,300,169,566,183,58,186,192,961,836,454,967,71,586,459,205,343,93,94,480,481,482,355,98,608,486,743,360,122,1005,888,1018,764,1023
256,257,770,642,644,773,518,259,262,263,260,258,261,775,782,914,146,1044,283,668,804,555,684,556,816,689,946,947,958,451,452,965,838,839,714,334,212,344,345,91,348,350,735,352,351,487,105,887,760,378,507,893,254,255
386,387,901,902,389,265,523,270,787,148,790,535,152,409,154,541,162,296,298,817,950,959,704,964,328,466,82,471,1016,347,349,991,607,864,354,227,867,997,869,231,359,873,491,239,240,111,115,1012,499,118,628,632,124,383
0,12,13,14,533,27,29,31,34,36,37,38,40,41,42,43,44,45,46,47,48,49,50,51,53,60,61,63,832,65,319,320,585,858,870,103,876,110,137,139,141,403,404,408,171,441,187,199,200,203,204,461,974,476,244,245,247,766
