2,900,5,393,906,266,528,1043,405,22,664,412,157,797,160,290,674,167,424,173,304,306,308,567,57,571,189,318,446,449,963,73,77,333,208,213,342,214,216,353,610,99,226,229,230,611,106,493,494,625,497,243,757,502,248,249,890,379,1022
1032,525,531,20,795,415,554,683,66,68,710,201,202,463,81,856,221,478,488,238,368,241,114,881,500,626,503,509,127
1034,1042,659,562,307,436,951,440,313,312,581,583,329,843,462,978,595,211,854,728,602,615,232,233,235,877,624,753,242
897,388,647,520,10,396,397,526,399,17,402,281,411,28,540,413,158,416,545,294,427,559,565,438,954,443,700,315,445,321,323,69,582,72,713,458,75,76,464,850,724,217,346,479,738,739,357,358,490,746,874,234,236,496,369,116,759,253
128,129,130,3,6,7,9,138,267,16,18,147,532,537,26,155,284,156,30,414,287,161,292,166,170,430,55,442,572,317,448,193,322,327,456,457,74,332,78,79,80,206,338,340,215,472,218,92,861,102,104,107,366,370,117,246,377,250
896,512,513,515,519,1041,785,915,786,534,919,24,666,32,547,548,35,39,557,177,819,820,821,56,953,702,575,706,579,324,455,840,841,588,589,590,717,335,336,84,853,86,87,88,729,859,219,222,223,224,225,994,101,1000,621,749,752,112,1010,1011,754,506,1014,1013,634
1024,131,645,904,521,394,651,392,1037,654,400,661,917,789,918,410,928,673,291,677,552,811,172,814,943,815,175,184,185,186,570,828,829,576,833,195,196,207,337,851,983,599,473,990,740,872,617,1002,875,616,622,498,375,376,122
1026,643,1028,1029,135,776,907,779,1036,910,1039,911,657,1035,1045,663,794,669,926,799,672,802,675,803,807,682,810,812,556,687,825,826,698,709,970,848,976,849,723,726,984,600,474,730,477,889,862,619,750,633,755,761,891,511
640,1025,517,646,390,649,522,398,145,529,530,407,280,151,288,164,297,938,299,690,693,183,58,959,836,454,71,586,587,459,205,591,467,341,220,992,481,482,355,228,737,97,743,231,98,108,239,115,373,632,1018,764,765,1023
901,268,269,270,271,272,273,274,524,277,278,279,152,921,154,409,922,162,165,934,942,303,817,950,190,960,704,967,82,339,471,603,93,94,991,867,356,869,483,873,491,123,1005,111,124,240,888,629,118,120,121,1019,252,638
768,641,136,778,395,1038,1040,275,276,535,792,793,282,538,541,543,544,549,805,679,293,681,300,302,560,566,697,444,956,705,194,964,330,972,845,846,718,594,468,469,857,95,864,480,227,612,868,871,361,627,1015,505,508,767
1027,132,775,648,1033,1031,780,653,908,790,791,920,667,796,670,671,801,546,419,420,421,422,423,931,425,806,937,428,813,429,940,432,433,685,435,692,182,578,676,977,678,981,470,933,985,732,1006,878,1009,1012,758,760,1020,126
514,771,1030,902,903,905,650,523,909,783,916,788,1046,665,924,930,935,939,941,944,561,694,823,952,573,957,831,450,328,842,331,716,980,982,727,606,863,607,741,613,744,1001,1003,748,237,1007,623,495,1008,883,884,885,763,894
899,772,527,655,401,784,406,923,925,542,927,929,932,295,936,296,809,553,818,563,691,316,830,961,965,453,968,969,847,722,979,852,597,598,343,90,987,733,866,995,996,997,742,998,745,362,363,1004,489,113,756,1017,762,510
769,516,637,134,391,265,652,781,658,787,662,551,680,558,686,688,178,948,54,824,569,827,574,447,703,577,834,962,708,580,966,712,592,593,210,725,1016,986,988,989,734,604,993,999,492,367,882,628,630,504,635,636,1021,639
774,264,777,656,144,150,153,285,286,800,417,418,168,169,426,301,431,434,564,309,310,311,696,437,568,699,192,835,837,198,325,971,715,460,466,601,475,860,608,484,485,486,359,360,364,620,879,499,372,886,631,374,251,895
256,257,770,259,644,773,262,518,263,642,260,258,261,782,914,1044,283,668,804,555,684,816,689,946,947,958,451,452,838,839,711,714,334,212,344,345,347,348,349,350,735,736,352,354,91,351,487,105,887,378,507,893,254,255
384,385,386,387,898,389,142,913,146,660,148,536,539,550,298,945,180,949,181,695,439,822,314,955,188,701,707,326,584,844,973,719,720,721,975,596,855,89,731,605,865,609,614,618,747,365,751,880,371,380,892,381,382,383
0,12,13,14,533,27,29,31,34,36,37,38,40,41,42,43,44,45,46,47,48,49,50,51,53,60,61,63,832,65,319,320,585,858,870,103,876,110,137,139,141,403,404,408,171,441,187,199,200,203,204,461,974,476,244,245,247,766
