2689,4067,3626,1931,5241,1594,1435,2685
1635,4645,6923,2509,443
454,424,1005,4689,509
608,5061,2405,7634,6395
9088,6316,8371,1372,3133
482,1090,7274,4501,5365
1472,5124,1320,3863,760
4932,3467,6133,537,3994
200,808,1960,5652,1620
1999,4405,3349,2331,3517
1221,3015,7080,2408,5450
260,1253,4424,2096,703
352,2753,2336,4965,4080
4995,6566,457,2768,3635
739,2477,3822,8977,4986
3266,4195,6888,1353,1294
4713,682,1230,277,4056
416,7393,4578,8228,217
3234,6928,1461,2679,8471
5284,1466,3607,8056,4858
235,4433,82,661,2777
1508,7109,8588,1743,8698
802,6440,5294,4527,3071
6465,7494,781,3827,1493
5541,5254,6509,3248,3572
648,1562,8190,2970,2846
2914,7757,1295,9044,2903
6626,6210,1324,342,3807
6754,6244,5518,4378,4795
4013,7118,2356,2232,5403
2537,684,2637,1014,5371
997,3185,3570,886,1659
3331,5063,2414,3730,4058
2088,233,1747,5145,3418
1984,1836,3757,943,3551
3949,3215,3899,1821,8255
5544,5641,7019,1277,733
1700,4686,3325,155,4093
4835,2604,4532,5367,1272
2848,1227,8848,8440,4895
2784,1899,4461,369,186
9323,1457,8564,598,183
7712,3873,2793,2354,5884
2113,7204,4143,7355,4445
6276,5582,5557,6166,8220
5312,645,3273,1553,375
5065,4139,9715,9402,251
1061,39,1004,7217,4083
3914,4855,2098,3127,5656
2915,3084,2861,2352,1015
4931,7174,1650,5268,3129
6051,842,1774,3515,988
2467,2670,2736,1245,381
7718,8840,2888,812,1037
324,4681,7627,1297,3131
7338,5681,4691,1173,1719
2756,1319,3052,5780,3134
6723,1093,1196,1972,4893
964,229,903,3720,6761
8010,7415,7548,1273,1756
3202,676,7974,2311,8404
4493,3061,4886,3390,3967
2507,1042,6263,4698,1791
4036,6693,8039,4750,1617
2947,2696,8824,6572,2712
809,3631,2042,2171,3231
5513,6569,971,754,6389
7523,6284,2294,1722,2365
3141,3700,2518,9308,5022
2400,1450,4883,3064,2905
1606,5416,841,8719,242
7619,6219,1101,5298,4728
5060,2215,5045,5302,794
7492,4135,489,7068,478
3745,6819,4138,2941,1535
5344,6418,3509,6297,3135
192,2913,2508,5877,4759
7465,7214,3796,2805,4797
5824,5201,7767,4632,4539
2212,4235,8268,7344,3676
5869,3855,4016,8272,4792
2499,3951,1621,5591,1950
4706,2158,4337,2900,5463
7169,1069,6606,1556,602
3434,1066,6094,3087,3891
5447,3055,4017,6967,927
5893,5990,5231,6840,6779
5601,5477,4712,1843,1917
2112,673,1888,5586,5749
5570,2466,5610,8018,5721
4804,6702,4943,7066,9852
6561,4643,4422,6583,4127
1377,8295,6353,4563,9055
6562,6955,5456,6359,377
5568,3073,2690,1444,6256
4261,70,398,2197,3678
66,3593,6932,1332,7706
6624,4356,3205,7126,4190
6882,4483,4649,7823,4602
2701,6996,2390,3030,3451
1665,1443,4903,4940,2159
4709,4102,1962,5078,447
4458,5490,8920,90,10779
3243,1298,4184,314,284
4961,1954,7886,6486,9245
2919,3403,985,1275,3004
1252,2542,7729,1975,6331
5606,265,976,4913,3997
387,8300,8750,2943,5279
3232,738,6728,1684,3966
3841,2817,2184,3442,2459
4199,4491,4111,3350,2680
3589,4617,7981,3862,8700
1989,8314,7273,6003,3034
4935,3280,2065,3737,1274
6630,1611,1771,2358,6652
5537,7490,679,7664,6200
5668,1610,5238,1911,10077
3910,2409,7849,6169,2364
8865,8822,8249,4222,2175
3298,4708,7308,10156,8269
4236,1485,2157,6998,8447
896,3565,4018,7251,1179
6913,7841,707,1959,3047
4838,7654,1065,3852,10034
1668,1199,7793,2556,10206
3360,1261,1102,4276,4281
3171,3630,2802,6002,3318
7013,5829,6377,8816,4219
3176,4459,2676,6842,6042
7968,677,5170,6611,7550
7112,493,3376,7956,8439
3528,7432,5715,6391,4220
3529,4107,5932,3149,469
1217,4675,5514,850,6100
4832,2881,2658,4711,1907
609,7076,6456,3001,539
5090,2946,2510,1107,1495
3048,7084,8940,336,275
1957,638,3984,8156,5886
7649,843,5116,2300,2748
10148,356,3371,907,348
3875,3747,9123,1334,3806
7074,7883,5012,7671,1308
292,1416,6571,2672,6590
2916,5210,516,3576,3802
1896,7469,1615,5619,7353
3904,9348,3691,5077,5277
5093,874,4875,8596,5372
4640,3750,7015,3344,6038
1419,1811,7924,3382,511
1094,1897,339,4635,4926
196,4041,522,5327,2671
8616,8267,3221,2713,9690
8611,6533,9001,7250,8021
6848,8293,8364,6414,2133
3174,1165,7183,3480,3357
996,2835,5172,3830,894
5442,7397,7529,7502,1118
1603,5933,5007,789,3998
1032,10376,3025,5692,2207
4194,2346,7821,7988,4318
4326,5545,817,9109,887
7913,2282,1674,3725,3130
1827,4302,1713,1683,7967
6979,6289,3987,8503,4191
3264,933,3112,8405,5624
2527,8782,9489,7645,5823
7052,6161,3860,405,2904
5739,2381,5071,8984,2938
947,2548,7413,1879,7067
4131,6032,4082,4442,3839
709,565,1654,1656,5243
718,5748,7284,7002,8540
5696,3473,4180,567,7962
9154,4300,1741,8791,700
8425,3468,1453,4654,374
930,1772,3955,1524,3167
2126,1614,1392,10257,4209
9282,4586,2060,1359,9695
3109,1077,4981,3901,671
224,3767,6128,5975,3228
5041,5526,9755,7452,637
500,8693,662,9367,2651
589,5712,2643,499,7320
3181,3474,660,56,1501
9506,1092,1995,6645,7191
266,2933,1686,2520,2490
3815,6986,716,2162,2420
5198,7321,4956,1629,6975
8419,9542,2674,2165,831
128,5025,4449,8480,1919
4768,5321,3211,827,8703
6342,3788,527,6224,5244
289,5026,980,6140,7935
4588,3982,5522,4955,6110
8416,1064,5389,3023,3770
5549,5654,1211,1885,4575
8893,5555,6262,5852,1597
3666,4316,8924,2558,3871
6277,300,50,3386,3931
8967,2857,7789,8882,5822
2252,6157,9840,6847,8319
6529,1481,2347,8877,2622
2019,1358,2035,4022,7226
577,2081,2147,4497,2014
1286,2668,5583,5682,4756
480,7041,4729,1181,7391
2187,4396,4980,2295,1628
2082,1156,4553,1132,7094
1386,47,3668,3286,7609
6497,5633,4547,6661,11383
5559,4454,3254,759,8827
615,5482,1003,4057,6366
6945,4297,3339,7381,3000
3654,6350,3665,4948,699
4972,304,2773,4188,4351
427,4462,6776,5532,413
35,5827,5354,3343,2353
5504,6528,713,2410,5004
2464,6400,2253,2484,4985
2338,8591,9650,629,7992
4130,4072,10324,2487,6623
929,8175,8723,3638,9183
3459,7206,5352,6832,3261
2273,1921,7518,2191,2398
428,4652,3667,2037,1215
8810,3980,2706,1945,5919
4002,3336,3690,3315,3195
1735,6247,6060,2896,6199
3045,2544,3861,8694,6299
7592,3726,4335,6674,6232
2920,7314,9908,4629,5214
3394,4146,2419,9619,6267
5857,4231,4714,854,7225
2722,708,910,3314,5363
2562,3475,474,3324,3263
7077,2029,2962,725,510
357,8339,3446,4567,7032
1345,4929,6471,6382,595
1794,3492,5224,8239,2873
4704,7144,2636,3834,4988
7814,6420,1044,5751,6878
1541,6599,8370,3641,5563
