3969,9730,2,4100,5508,3847,4872,4745,394,3591,13,10003,787,4506,7707,5020,4125,2719,32,1441,2340,37,2981,6310,618,6187,4780,8627,819,5046,2615,1337,60,9021,830,2241,3652,2244,3018,970,5710,4561,5204,3029,6869,7127,3288,87,7508,7262,4446,1248,3935,994,7907,741,9703,8170,107,11244,3562,1642,623,3947,4081,2546,6000,884,4213,6390,2551,4089,763,2430
771,4228,6923,4239,912,10641,4754,2704,8980,6802,5272,1435,1563,10396,411,3490,4258,1701,1320,553,3503,2096,3120,1720,2105,443,1471,4290,3523,7748,1221,6469,202,2509,6861,78,8014,7763,1238,3031,600,7641,7642,4067,4204,1780,6004,3577,6395,2685
4481,260,3853,4751,6031,3600,6424,5149,2846,1055,5920,2086,6183,808,10283,3765,6327,5179,3771,2622,1727,452,2757,10056,5450,459,3530,6864,4945,4816,1492,1620,5588,9305,2011,991,1632,7904,608,4322,1635,739,2279,231,4589,877,3183,3441,123,4223
4864,3715,3975,4233,5516,1679,1682,4118,5527,10390,2971,4381,8992,290,419,5670,10151,3497,3626,1837,174,8367,10286,814,1331,4151,1594,4923,1469,1732,1479,2251,4555,4683,4434,9689,7129,5723,1883,5215,2657,2017,8548,5353,2164,6006,2423,1400,506,1406
9088,2689,6402,5124,6153,2186,2188,2572,1678,2575,271,2830,8979,2837,661,5016,6937,6682,5403,925,2079,3238,3884,1973,5432,1984,1472,1090,5061,454,457,2505,1227,4686,4689,3416,2394,4058,1372,1116,352,4195,613,3430,6126,2931,3443,760,3453,1663
6151,2055,3209,7950,785,4499,2451,2838,409,4637,3741,800,4385,2724,2216,7209,937,6190,1459,8884,4661,6839,951,1470,2495,1986,1862,2376,6600,1096,848,1360,3538,6483,2901,6102,2521,1626,346,3936,8291,6375,6888,747,3053,5359,6132,4349,3196,7037
6155,6928,3859,3349,3863,4378,922,924,2848,2211,7080,424,5034,1960,1450,6440,46,4143,6063,2348,7984,435,1076,3127,3517,3133,10815,3266,3651,6727,6088,1353,4682,1999,2644,4566,5721,8669,9056,8938,7274,4716,4080,3699,3827,1908,1012,2807,6008,5241
4224,3077,775,7690,5774,8335,3218,1427,3731,3865,1436,798,4766,5795,2083,938,8495,1589,4282,6716,5825,7873,449,2498,5573,8774,3527,2940,8907,3019,6093,5196,1104,2641,7634,5202,6227,1254,5096,4585,7917,6517,8053,4726,6009,9850,1916,5245,6526,2431
4992,2051,3460,3206,5126,1031,7178,6670,1425,2323,5652,2325,4501,3994,2205,7709,7458,1955,932,4645,6438,6316,3756,6062,2225,3894,4026,3135,320,2751,703,2245,6346,6479,4432,2001,2768,2515,8407,1754,5728,3940,4965,10856,105,8169,2799,7538,2677,2429
2304,4485,3207,4479,5261,3606,2326,8471,9498,7835,29,2336,3873,1573,294,6314,4526,5551,2099,4918,5945,6074,1468,573,2876,3008,4165,1478,12231,11080,2629,200,842,3277,852,215,2395,3932,2141,6236,8287,1253,3173,103,3305,6506,1259,7030,5240,3327
3329,7554,4607,9996,1934,3215,4496,2961,1174,5656,2073,2717,2977,4769,5281,5284,5028,682,4139,4653,3757,6321,2356,1466,2874,5312,6210,3914,7757,7118,719,6223,6477,82,4435,7511,4312,5596,733,224,1377,5994,1004,1005,6899,5365,2808,1660,3581,3071
