738,451,1221
1064,5990
2312,4972
2131,1740
9697,8700
6124,9310
6624,8375
4753,8370
6990,5214
0,1215
5419,8916
6697,9013
4584,2643
5128,340
5594,7739
8163,6803
7506,4675
7283,284
10324,8351
784,8465
5098,8675
3212,671
6376,2052
5493,3046
4732,5021
3521,151
2291,6367
2257,2939
6436,8182
4547,6100
3897,4108
3779,3148
1403,4590
7227,6862
2020,4164
7560,4031
266,9357
1296,4469
5905,9603
5958,6166
9400,5554
6502,6086
9619,7397
9064,954
7843,9543
1464,9003
7836,6599
9819,8493
252,821
4979,6247
1172,357
5777,4238
9396,10342
1386,9058
6608,3175
953,7518
10116,630
2068,4015
5025,3367
2219,2238
3341,461
425,2285
8736,3216
11144,3122
611,8229
1083,9341
4692,4597
7948,11796
7700,2366
8069,3710
5932,6806
10966,2567
6516,11959
12456,7400
7313,3767
8697,12125
7505,10444
7410,135
11432,2268
11246,7959
7912,11102
7164,2462
6776,5520
2329,12754
11610,6499
11584,7815
5772,11103
5136,7539
2404,10030
9629,9039
4360,2617
11817,11369
10042,5054
10808,1968
10194,9012
10838,11126
11089,10483
7987,11669
12449,11997
8262,12263
8912,9820
9168,7993
12712,12467
9648,11594
9763,12597
12515,8692
10915,12270
12372,11895
12803,12422
12481,8450
1197,8294,9703
5476,757
9011,7
902,647
915,1198
2168,1262
1281,10151
6488,5854
6236,3829
6069,3575
6113,1006
5234,12
11824,4716,4781
4564,4279
1479,3919
3818,2431
6692,1340
3985,6883
6306,22
9774,5567
10680,763,9438
1880,43
24,10168
8132,7941
6955,5541
8939,6566
7362,1227
2848,6421
1156,7439
8025,1132
4137,2082
4897,7315
4553,2983
41,4594
4780,7979,9628
891,10221
5613,10637
7297,8732
6257,6786
7369,8539
6816,6039
3958,5662
11419,76
9036,6719
2425,2554
11200,5581
12426,11411
2090,7405
6445,6494
9632,939
12440,5658
11420,11702
8572,8582
4888,7517
3797,10311
12508,1844
6681,5863
1825,11387
9266,7238
10673,1730
2545,10270
9473,1146
6444,10631
4896,4880
11927,8207
3010,8900
10001,8042
3701,9463
12666,10638
10295,1951
2472,4437
11364,7509
11536,5199
10877,10871
10417,9383
7368,3615
11746,4662
245,11335
6176,6889
7922,3423
11964,484
11408,9796
