3969,2,4100,5508,2180,3847,3591,394,13,787,4506,7707,5020,4125,2719,32,2340,37,2981,6310,6187,4780,819,2615,1337,830,3652,2244,3018,970,5710,4561,7508,6869,7127,3288,87,4446,3935,1248,994,741,9703,3562,8170,11244,1642,3947,623,6000,4081,618,884,4213,6390,2551,4089,763,2430
3490,4745,5046,3577,60
1441,4258,9730,6802,9021
4816,4434,1238,2105,1435
2689,4067,553,3031,5272
5920,107,8014,3600,8627
4228,2757,2704,2225,4754
1635,1732,4204,1076,506
938,6031,1492,9305,1563
290,6469,6395,10396,3453
937,7690,3183,6424,1471
4290,771,3120,5240,2685
1472,454,1720,3416,3133
3940,1701,8169,2188,5241
202,877,3503,4600,7641
2251,925,4239,2644,989
7748,1837,1780,600,411
4945,7763,3765,7642,5179
3626,5196,6004,3419,5149
2017,6183,2677,4151,1055
2657,4322,231,4589,4223
608,1090,808,3771,924
9056,1221,6923,1620,4566
4485,424,5450,6316,3349
7904,1377,452,1353,2096
1450,4716,6133,3159,2205
6346,7274,2509,951,6682
1259,3894,3863,4378,703
260,613,1320,4689,443
3430,2927,435,2807,922
739,5124,4682,46,1022
6153,8979,2837,4058,123
4683,3853,6864,4918,7129
4490,1005,2768,3443,1012
1632,10151,5359,2001,8407
2405,1478,2822,7634,509
482,3305,3884,760,6937
1955,115,2356,10390,3994
1443,2088,8938,4527,4632
4645,3975,10283,1679,4986
8992,5061,6839,1227,6327
6402,5670,1682,1331,4795
2753,2724,6888,2395,4349
3633,2099,2326,3865,4282
7394,6600,4499,4381,3327
6151,5878,2838,6236,2046
2408,1865,1549,4143,2390
6465,1960,6314,4555,2874
5059,8907,9850,4923,1470
1376,2660,3527,5774,222
7784,1640,5353,6833,346
4481,2086,2279,5034,5916
267,174,4751,6102,1663
103,3052,3441,2931,25
1804,8367,5723,7069,4479
4864,3586,419,5574,7253
7813,1616,4306,2811,3741
3715,3142,7593,8441,2876
457,5261,8941,7862,4830
7585,2629,3277,6006,4605
1984,1354,1836,1116,8669
