3969,9730,2,4100,5508,3847,3591,4745,394,13,6802,787,5272,4506,7707,10396,4125,5020,2719,32,1441,4258,2340,37,2981,6310,6187,5935,8627,819,5046,2615,1337,2105,60,9021,830,3652,2244,3018,970,8014,5710,4561,7508,3029,6869,3031,600,3288,7127,7262,4446,1248,3935,994,7907,741,9703,8170,107,3562,1642,3947,618,6000,4081,884,4213,6390,2551,4089,763,2430
3490,2757,7763,1238,3577
771,1732,4204,3853,3600
2509,78,3120,7641,6266
7748,1780,3765,7642,4223
2251,623,2704,10641,8980
2689,424,6923,46,1563
1635,2685,877,3503,3453
9056,3523,4228,6861,2096
1320,6395,1076,1435,924
4290,4067,912,4434,3863
5920,2657,4816,1492,506
290,10056,6031,6327,3771
5359,4689,3349,5241,4381
613,1450,6316,123,2622
8992,4683,6864,1594,1469
260,5124,454,937,2205
1632,3975,10283,1679,2837
1400,7690,6839,6424,703
6088,938,3626,4589,814
9088,10151,1837,1682,10390
4481,4945,4118,411,1055
5670,6600,8907,3865,1470
2279,4751,3441,4726,4923
2086,7784,5353,5774,346
4864,294,5261,2838,6526
103,5878,6102,2046,222
1640,174,6006,9689,5149
3715,2505,4239,7511,6236
4224,4322,1130,3419,1727
419,231,202,4151,10815
6469,1227,2225,8441,1022
5061,6153,8979,1620,4058
1955,8169,2644,3127,4605
4645,168,8941,1012,3994
482,2876,5450,1005,1116
1090,2405,7274,1042,3443
200,3884,6937,4378,922
7585,6928,6133,4501,3899
2408,457,2188,760,2331
5284,2927,2771,3827,8669
7904,3238,1960,3159,3416
320,7394,1380,925,2079
2051,3940,2441,8407,1754
2467,2677,4600,6682,3517
452,6888,1204,951,29
6402,6346,4432,3894,5240
2753,1104,6900,2392,3259
3202,3305,4653,4532,5365
3234,6733,3635,2390,5983
352,4995,6670,3669,4956
1221,5179,4566,443,3133
1253,2323,2807,5016,3071
608,4527,2961,5656,3967
2304,1377,4043,2768,3325
3684,4932,4392,3700,1302
2245,6438,10856,4682,8301
3467,8588,1295,8147,1310
1478,7080,4080,661,2395
4965,1031,2001,3509,6462
4424,6185,3661,5432,2394
2724,2150,6183,7209,5196
4385,3586,1862,4499,6363
3329,2641,4696,5723,4479
2017,2498,6151,7178,3277
4514,2211,2629,488,5516
33,6063,4117,8793,2971
5126,8367,1973,604,991
8291,459,6126,7474,4186
2572,1678,8495,1624,3674
6727,2830,7984,5073,5053
4485,808,3185,3699,2427
669,1549,8371,90,509
5480,2088,2955,7118,2356
2977,6178,6696,2186,1821
7554,9996,178,2874,2846
5281,7458,2325,2903,6362
6051,3370,5403,5758,3135
4935,7147,3345,3479,4728
2342,4711,3913,5371,5884
5156,1294,143,8287,5183
4840,5034,5840,25,2495
775,5962,7917,5168,7069
5732,11080,1908,10779,7039
1313,8838,1447,655,217
1508,2216,6603,6991,190
4487,3414,4056,5721,1562
6566,5063,1324,4433,3418
4706,354,5541,4743,1273
836,4518,4808,2073,4607
5926,4875,8848,9235,1014
800,4143,1360,6132,5652
2336,6465,6210,12231,3949
3651,648,9715,2326,2808
5728,3914,3248,3792,3736
4621,3759,2799,1527,8698
3074,6155,2164,1685,1468
739,1573,6899,4825,4474
4428,6223,2863,2261,2717
2019,5028,842,8977,2558
781,4496,183,3129,4893
1472,2348,6477,277,4986
1443,1257,1353,3822,4440
1984,2733,4785,728,927
2696,7019,82,2777,2429
5570,1993,7273,1259,2805
4036,6440,1001,2544,886
4102,6024,5294,7798,2232
4835,3215,2100,3607,2138
5125,5254,2714,3611,4795
997,6702,2736,5367,4281
3618,6627,3625,5203,6485
2376,2044,5037,6044,7519
4578,8938,4153,699,7835
5251,8356,3150,6768,6289
8771,2154,3088,8440,1759
2690,1093,809,2414,7675
3403,3730,7475,9044,3895
6754,6960,4528,7155,5023
3936,1216,1865,9305,5215
2499,3141,3207,1039,5945
4165,5418,6483,11542,8383
6268,3218,2646,6074,3196
2085,4766,5614,5713,4510
324,4365,1457,1650,381
4451,1589,2775,2458,7743
1058,4393,2260,2970,3515
2720,7044,3174,7115,7221
7298,5993,4138,2035,1719
5641,7466,4943,3796,1722
3366,6280,6281,823,6488
3183,4306,2811,4349,3006
6314,4555,3633,1946,6716
1376,7393,4465,3158,3807
2848,5312,1999,2099,2901
1762,1786,1096,1616,1466
66,2760,4139,537,9498
7523,4486,4663,4312,4895
224,7109,7593,8884,1503
3872,7813,6826,7056,3352
8228,7757,848,1297,4439
3360,5795,6276,3932,2877,8236,87,7415,5596,4797
1126,684,621,2004,5245
963,5877,4569,5115,349
3055,7281,2612,5108,2199
4493,1713,5823,852,3647
3499,4212,4565,3829,726
2624,458,7090,4531,573
9184,7691,3180,1488,4380
3401,2702,982,1015,5854
3052,3570,435,5526,8471
7719,9447,1354,3025,251
4679,5416,1867,3757,6008
802,3720,6219,1004,8220
4649,306,6932,5206,1597
2915,3685,1196,6572,7126
2400,2659,2919,2158,3959
