7394,2088,1865,3807,4089,4058,3967
736,4578,3055,2035,1659
612,3949,7221,3509,8190
7712,2400,6888,6161,4380
4643,4553,2670,7706,3131
4013,6128,1907,9402,10206
738,6166,982,760,2970
812,4940,1972,1179,8447
137,6219,1132,7548,8255
7619,1156,2408,7415,7962
2082,8840,2060,6032,8660
1001,6414,342,4792,4797
2701,4750,789,8056,9308
1313,1989,5975,7992,3998
3458,3382,1945,699,5823
6955,8812,8439,377,894
9348,39,1037,9681,8018
3529,1879,2905,5145,1756
5442,5219,6276,1359,2802
6562,2542,1392,5682,6611
3266,4740,6569,8220,2620
3232,4832,6693,5582,4985
4640,2753,3273,5162,4445
3910,1066,6486,5559,3644
7971,1797,3400,567,794
3630,3665,6391,1272,4057
3360,3176,6002,988,1597
759,3884,1455,2358,5302
5601,7396,3473,6104,2459
1611,2065,5172,405,348
5633,4802,1896,1524,3834
1252,977,2101,4759,5405
4454,1032,1107,6652,7740
1713,1683,3515,667,6655
6533,8810,1516,1617,341
6624,1345,1957,8346,6331
194,4681,8339,3064,7961
843,971,8940,7094,6359
3875,2187,427,10033,6289
8611,3047,4180,9367,2109
2466,1091,1771,6284,7988
929,7041,7169,2672,6267
609,871,3951,1843,8822
4131,7886,7534,5871,3830
6213,4199,5735,2162,565
2380,6256,2773,6552,2396
3745,3788,6094,499,374
5090,2857,7465,6478,9650
7112,2094,7378,725,4120
3690,5583,2191,2740,3261
8267,4017,3796,5751,5624
4396,1231,336,700,4926
1120,1897,5610,3638,8633
7490,6724,6294,1118,6847
4041,3887,3891,6169,8479
1888,4709,6377,3149,6995
4395,3855,5264,2520,1211
3977,3434,2671,5327,2300
3459,7657,304,7281,187
5258,3181,2159,3672,2527
707,8772,4209,1684,3001
5387,8364,7214,886,1207
7360,1917,8175,3955,7645
7502,6354,8825,5692,5279
592,5938,1401,58,7294
3113,2059,6996,887,6110
4675,8039,2924,7002,827
6956,5933,3471,2651,8700
4906,7821,850,9299,4185
5482,5490,6100,9690,8703
5696,7269,1446,6662,6157
2243,5060,7015,2267,3839
6818,5481,2735,3671,10236
673,2913,2884,493,4635
8480,5568,3109,2037,8319
4586,1077,1686,4311,1790
4547,2507,4844,3480,7581
3883,5007,3280,9840,1885
3556,3048,5135,602,3357
5004,7501,2835,5214,511
4768,7461,7302,1959,9006
1444,998,5447,3514,5919
5354,907,4242,6042,7967
2668,2353,3318,1656,8156
2438,4654,7797,6998,3391
4107,242,50,3931,2364
4644,8967,3725,7664,4255
2410,4108,5549,5013,3386
5065,5098,8088,7321,1723
5248,1829,70,527,4666
2305,1092,5414,1741,4542
610,8425,7344,5886,6975
4900,1550,7793,9052,7390
710,1481,5514,7066,7550
2473,5389,4753,5715,4318
4002,2748,5748,2294,5532
4483,10148,7319,6456,6200
6528,1387,6003,4955,8540
7747,3239,10376,9003,6366
9320,6832,754,4022,2301
8163,196,3243,3376,6806
6220,8693,662,2904,284
4515,1767,648,3474,5372
6913,6342,8360,5869,7981
1003,3346,947,4567,7320
5093,8816,7034,1629,1215
961,708,3654,6840,7356
4736,4423,1735,5931,6224
1668,6129,2611,9146,5725
933,8616,5545,463,5078
7393,2658,9282,2219,11383
8320,8416,7398,8877,2257
5988,2469,6948,464,5586
8675,1892,9619,8889,4315
1740,8591,8723,2713,4988
1094,5619,3156,3677,2398
1834,591,2420,6238,9183
0,934,7337,2136,7388
677,1165,3662,8338,500
7872,2481,9172,2548,6585
9154,8615,6158,1758,6367
1571,6467,7625,2643,8893
128,3112,6060,1199,7067
6592,9127,3147,2133,4191
4010,1995,7438,4622,8529
2149,1606,6086,1064,4436
4302,8465,5883,3772,6878
777,3901,8304,2197,6749
2312,3785,1355,2355,7032
1671,5739,6990,4824,5852
9120,339,2419,1332,4636
1258,5712,6836,1654,671
289,1921,3046,2346,2428
3522,1614,9819,4251,1662
3339,5104,8791,3929,890
3778,266,7980,3984,1628
7779,6409,2252,7452,510
896,3521,5198,10257,7251
3970,5764,3045,6277,6623
6309,1225,1962,792,3838
524,5747,5621,857,666
1386,3124,5654,5687,2911
7841,2954,1868,1742,2068
2112,522,4884,1655,3167
2409,874,7468,7670,2559
8806,3212,6862,5071,7518
