3969,2,4100,5508,6150,3847,3591,394,787,4506,7707,5020,4125,2719,32,2340,37,2981,6310,4780,819,2615,1337,830,1471,1982,2244,3018,970,5710,4561,7508,3029,6869,7127,87,4446,7262,1248,3935,994,741,9703,3944,3562,1642,11244,3947,618,623,6000,4081,884,4213,6390,2551,4089,763,2430
4258,9730,4067,3288,9021
3577,1238,5046,2105,60
3490,1076,1435,6395,10396
6187,3853,6802,600,411
3652,107,4204,6923,8627
4745,10608,3031,5272,3453
8014,3503,5935,7641,5499
4228,553,2225,4754,6004
1441,1635,1732,1221,443
1701,6861,78,4239,8980
5920,6031,3600,1492,9305
739,6469,424,2509,3771
7748,2757,10056,3765,7642
1472,454,2188,924,1022
290,938,3626,5241,506
877,912,2096,3133,2685
2657,5196,4589,4945,4223
5450,2927,4434,4566,3863
3940,2644,2677,1594,2205
2304,613,8169,4682,922
771,7690,3183,3120,6327
7904,452,1253,937,4600
1227,2861,6063,4689,4058
608,2088,2186,4432,5179
10151,6153,3185,1012,760
5728,8355,457,6928,6133
1632,3430,3894,3159,509
260,1005,5016,4632,703
9088,6864,8979,6362,123
482,1443,5061,1836,3259
8548,3975,4683,4555,4381
6627,5670,2768,7634,4918
5637,143,1466,3899,3325
6402,1955,2724,2164,5983
8291,4195,1999,6479,3700
1984,6155,781,2323,2394
2467,5284,4795,1372,3967
2336,3651,6888,3025,5365
8992,7458,5353,2326,346
3305,2477,2544,5652,661
4481,1837,4751,7763,1055
4864,4385,2216,10286,3441
7585,3370,8371,7511,1663
3523,2279,3530,1780,6102
320,4965,267,6006,3327
2629,1862,4117,5916,991
6566,2537,1360,5878,3865
4224,2086,1354,174,1883
2218,1549,3345,1461,2876
2848,6088,7209,4499,9498
1090,7274,46,3349,4349
1377,1478,6062,8471,2622
1320,1993,6346,3635,4501
6465,1259,3792,886,8669
7554,4139,1934,3663,6389
5124,2793,2961,435,5371
4143,3570,2356,5721,478
4036,5034,1042,7413,5884
940,4653,3859,1747,2807
1960,1353,2508,3827,1620
202,2251,4716,2704,7538
2505,8147,10390,8696,2079
3715,231,6183,4151,7069
2017,4322,419,2830,2971
3277,6223,2429,1469,1310
3872,7813,6151,1682,2874
5516,1678,2423,542,5215
2211,6477,2451,7253,4479
2051,8367,1973,1116,4605
2572,8941,7984,3674,1727
2408,808,1450,1964,6937
4485,3238,5416,3884,4532
352,3416,2441,943,4312
294,4392,9715,1014,4728
719,6682,2073,2714,4607
6440,1865,4080,4433,7261
3460,3135,4602,1821,3071
612,233,3601,4663,344
1324,1294,5240,4378,5403
2753,841,4686,2679,4026
4923,7784,814,10641,1563
2689,4290,3052,2931,3509
2405,4527,2837,6839,2046
4118,1400,9689,6363,222
6178,6210,2799,3443,10779
8977,1302,3127,5656,3517
997,82,2838,90,8986
103,10283,5840,8441,2811
1376,3352,1204,6424,5149
8228,8938,3914,2901,2331
1640,4490,4306,115,4726
3234,2099,4405,6236,6526
1616,6833,1331,4696,3999
224,217,1447,2777,1946
354,5541,5254,7757,3807
5962,8848,7056,4439,190
3211,6132,1626,3228,1503
1573,5045,1273,4858,766
4808,11080,2348,1908,1527
7204,1737,1004,6702,3806
9056,6316,1425,7355,927
1216,2822,4711,3467,3661
12231,3759,2903,2809,215
4645,4656,2325,1468,7039
5063,2733,7118,2808,155
1867,6733,2449,3669,7798
1700,3206,105,6899,29
5281,2342,4043,178,5433
5028,6696,8301,6670,4186
2977,10856,4428,3414,2392
3074,1096,2044,7129,2780
3207,4465,6485,2969,7835
6754,66,6471,3150,3730
3403,6768,6289,20,3895
5251,3088,3248,4528,3573
4578,1093,2637,817,6418
3618,2212,1572,5945,1759
8771,7221,4855,4442,2365
5703,489,1811,3061,4510
3625,6960,2521,1565,7519
5037,2035,11542,5655,25
2720,6268,6420,3196,2141
4165,5993,5713,6074,1275
6626,4393,6297,2970,539
1762,5418,2154,18,6488
4451,3633,6716,8478,7743
6280,6227,2775,2458,2940
932,2376,6281,2091,6008
1835,716,8972,5202,2260
4261,1582,5302,3034,3515
7873,7917,5774,3793,4830
2498,7394,5480,2004,2877
5795,9996,8335,7090,8799
5570,3621,2641,4212,3932
1058,1733,5352,1297,2261
775,7379,1589,5145,5245
235,3822,2646,7162,4766
5824,3366,4679,4681,1044
6314,3180,8684,3158,1660
4480,3537,5115,6044,5854
6438,682,2414,3994,2395
738,648,8588,7958,251
1457,2001,4563,8405,4895
3873,1899,8719,1972,2905
1665,1295,847,7767,4986
3745,1989,1904,9235,1950
7719,3404,8339,2771,469
4932,3129,794,8220,3134
7155,3572,3606,534,381
3116,7599,2098,3699,4317
449,645,1254,1488,4565
3777,5477,2632,7627,5823
6630,2542,7281,6611,3647
3401,3499,1774,1713,726
6693,458,6607,5108,5244
609,1156,6387,3094,3995
8236,621,7088,4952,7640
4131,1126,852,4253,1535
7691,5488,4531,4665,860
9184,1672,3244,4569,4029
2240,1380,3173,2085,6321
2916,5321,1230,8730,8287
7393,1508,2846,8698,5758
5572,1061,437,8056,4190
3140,6263,4222,6557,6462
9001,1196,1743,592,2352
292,242,3796,1719,4760
7042,387,3622,809,186
4706,5268,2232,4698,1502
318,4516,1388,573,4286
200,5261,398,598,3551
3174,2311,3475,1684,5367
6244,4619,2159,2676,6523
