11155,245
328,12325
833,473
514,3724
11969,599
729,859
3993,1110
1112,12679
5410,1483
1809,12593
1901,2119
1905,4717
1922,4484
2025,4097
2293,8613
9372,2437
2553,8802
6202,2653
2664,4373
3892,2727
6576,2796
2923,2871
4801,3062
3114,10007
6265,3123
3682,3157
3210,3334
3304,7875
3348,7647
3354,6908
6644,3455
9477,3463
3746,3519
10496,3707
3804,11134
10299,3823
3874,4710
3956,10157
4008,5631
5317,4101
4244,4959
4352,4904
4358,9495
8072,4604
4705,6750
5056,4773
4953,4790
5497,4891
12713,4924
4934,10455
4987,5350
11126,5054
5144,8353
5186,10564
5515,9493
5536,9335
5576,7644
5648,8688
9672,5671
5672,6131
6259,5677
6500,5765
5963,8038
6116,8166
11109,6198
6384,6699
6794,6435
6464,9469
8413,6518
6520,11588
9005,6534
6757,6535
6667,11445
6814,7863
11929,6902
6938,7389
6965,6959
7024,7621
8988,7165
12698,7166
7190,9487
7194,10043
9770,7219
7825,7282
9240,7293
7395,8541
7435,9765
7498,3605
7537,11867
7569,7551
11337,7556
7586,10420
7728,9959
7752,9203
7762,8485
10728,7778
7888,7788
7880,10811
9224,7894
7900,12165
12514,8116
8136,11006
8165,8798
9706,8199
8211,9467
10019,8214
8476,8223
11997,8262
8379,8532
8386,11693
8240,8444
8450,8692
8466,12571
8491,8895
8875,8556
8904,8617
9553,8646
8657,10319
8683,9707
10209,8729
9218,8735
12680,8785
8805,9831
8836,8831
8841,10429
8874,10141
8928,8905
2256,8964
8970,10703
8971,10300
10027,8997
9356,9095
9162,9101
9140,10060
9648,9168
9772,9206
9936,9222
9275,9244
9263,10047
9713,9271
9880,9281
9283,9911
12353,9292
9352,9415
10073,9363
9810,9389
9440,9724
9505,12365
9529,9546
9541,9926
9576,9578
9720,9601
9620,10678
10200,9665
9677,9718
9752,9708
11304,9719
9726,10687
9739,9735
9736,9759
9746,12282
9762,9786
9763,10915
9812,9783
9804,9895
10945,9892
9950,11607
10022,9951
9965,10061
9980,12670
9981,11645
10002,11716
10491,10005
10011,10405
10012,11862
10611,10014
11539,10023
10028,12182
10179,10031
10738,10083
10091,10271
10403,10119
10930,10138
10169,10142
10925,10149
10152,10224
10176,10669
10474,10183
10210,10246
11502,10215
10219,10572
10225,11533
10553,10249
10251,11750
10386,10261
10264,10441
10290,10631
11313,10346
11472,10374
10377,10922
11576,10413
10427,10475
12187,10437
10576,10445
10482,10692
11009,10490
11480,10508
10520,10527
10979,10524
10556,10766
10584,10753
10593,10980
11605,10598
11046,10607
10618,10839
10632,10683
10710,10759
11065,10723
10754,11979
10784,11599
10819,10972
10889,10827
10833,11388
11457,10837
10844,11414
10976,10892
10933,11070
10949,12741
12024,10958
11789,10974
10993,11556
11000,12060
11008,11333
11033,12083
11097,11047
5592,11048
11105,11063
12633,11077
11140,11092
11099,12484
11122,11391
11393,11125
11136,11250
12517,11173
11346,11174
11193,11223
11218,11291
12099,11221
11229,12118
11864,11236
11249,12195
11913,11266
11297,11311
11308,11431
11312,11710
11321,11655
11330,11359
11627,11334
11380,11543
11400,11435
11402,9883
11609,11442
11481,11443
12036,11455
11494,11463
11473,11709
11657,11479
11513,11782
11514,11522
11786,11524
11545,12327
11629,11558
11600,11568
11594,11895
11654,11679
11850,11659
9585,11663
11699,11725
12105,11767
11770,11877
11772,11813
11834,11807
11808,12286
12194,11820
11841,11965
11848,12251
11851,12775
11857,12250
11859,11332
11918,11871
11880,12023
10995,11903
11909,12015
12173,11926
11945,12270
11952,11562
11963,11989
12241,11981
11992,11998
12004,12052
12057,12006
12009,12347
12032,12227
12041,12033
12629,12039
10840,12053
12092,12063
12473,12077
12088,12463
12114,12135
12116,4684
12138,12294
12141,12615
12155,12183
12163,8676
12446,12167
12170,10366
12185,5612
12200,12193
12201,12299
12203,12244
12235,12214
12216,12782
12740,12229
12243,5820
12372,12263
12266,6671
12281,12309
12304,12283
12528,12308
12371,12316
12324,8164
12331,4559
12793,12354
12384,3137
12385,12407
12402,12390
12408,2862
12765,12421
12467,12422
12425,12500
12464,12451
12458,12498
12481,12515
12482,12671
12499,12527
12507,12518
12537,12522
11112,12538
12921,12541
12547,12542
12573,12567
12604,12583
12712,12597
12640,12612
12730,12619
12654,5015
12828,12662
12809,12663
12699,12677
4488,12692
12714,12723
208,12726
12587,12732
12744,12735
12738,10284
10530,12739
12746,12762
12770,12771
12772,12774
12784,12802
7993,12803
12813,12806
10662,12830
12832,7595
7699,389
1306,4124
1779,2047
2248,11052
3291,12443
11977,3373
12321,3614
3981,5462
4024,10882
5194,9927
8912,7153
7368,8207
7418,4500
7655,11119
9941,8581
9050,10671
10984,9067
12448,9139
7987,9820
9857,11563
10788,10781
11032,10802
11666,5237
9586,11901
291,5475
3104,1027
1681,11347
7601,1844
3295,2335
3464,10101
3688,10921
4677,4071
10985,5167
5540,5222
11611,5646
10145,6458
8738,10691
1913,8739
11456,9361
897,9615
74,9771
999,327
372,12551
2818,1988
11811,3541
5705,4470
9387,4550
11688,4730
5152,12061
11179,6245
8435,6291
6625,779
6875,12005
10709,7430
11833,7611
7768,9175
10986,7876
8111,12255
10459,8365
1881,9267
10017,9521
9629,11103
9675,10436
9832,12284
10372,9877
10230,10543
10432,11916
12650,10451
10484,11917
10531,7046
11427,10789
11483,10791
9544,10835
5642,11022
11353,12207
11460,12335
11555,4771
11557,10807
12178,12055
1968,12449
12488,7021
12512,4899
1939,12790
9081,3292
7456,3563
3898,4023
8054,5199
8643,11731
5334,3063
11090,5981
10713,2966
3340,12062
844,1813
10937,5143
408,5380
10384,6575
7976,9940
11016,9910
12069,11519
11745,7918
296,6072
467,11199
472,978
888,508
545,8218
578,4198
11425,588
6270,863
3755,900
12644,917
3507,974
1744,2803
2160,6741
2480,5539
2681,5001
11640,2761
3162,7085
5882,3237
3721,9829
3817,4019
4095,11983
10755,4207
4360,9012
10864,4707
4800,8426
10761,4820
4856,10181
5161,5966
5208,9430
5216,9295
7208,5259
7161,5357
11720,5362
11736,5412
9961,5534
6792,5972
6084,6519
7361,6098
6125,11327
6170,11076
6179,10830
