642,487
661,645
665,727
672,687
730,709
673,750
771,783
802,815
816,946
944,884
970,941
952,1001
1044,958
980,831
1003,1007
1035,1036
785,634
675,924
689,714
801,692
697,868
707,719
728,573
842,741
770,839
904,794
813,894
915,820
821,1014
880,865
871,935
984,875
891,885
452,887
721,913
916,982
926,943
1002,990
1038,1015
1024,494
1027,909
1034,659
1040,846
752,1041
698,1045
744,237
561,606
563,742
613,623
662,639
668,518
745,703
945,731
385,751
858,766
832,788
898,822
878,823
840,754
843,870
876,877
896,819
923,899
932,453
936,1004
953,1010
985,435
1000,1011
1017,866
981,1037
313,830
330,541
635,551
609,612
656,715
907,685
688,54
705,964
712,781
733,951
837,774
834,948
841,515
835,860
684,893
908,1028
987,927
993,604
999,527
1030,1046
419,420
539,605
352,644
838,782
696,895
929,965
955,549
387,188
314,386
720,389
667,423
641,535
594,542
569,874
624,595
597,711
780,671
699,879
708,630
736,735
1025,743
760,761
768,778
836,796
800,971
824,827
826,1006
540,845
326,855
864,793
989,910
84,919
920,1039
937,939
643,940
995,957
986,962
988,1021
282,998
1009,954
1042,307
90,574
298,148
180,293
805,303
335,575
361,526
380,381
382,383
738,444
450,607
489,281
650,495
544,411
579,859
619,748
621,590
658,655
660,892
664,757
666,717
601,694
784,725
804,773
883,811
890,1043
977,726
994,702
369,647
194,12
251,310
769,316
328,331
614,439
474,477
652,511
568,564
648,763
1019,670
676,678
722,1029
746,543
713,759
914,255
921,356
1020,367
300,13
384,181
254,262
378,259
490,301
729,324
556,350
466,359
372,484
440,436
443,397
504,636
523,863
146,555
562,581
577,762
608,302
680,580
949,695
881,611
882,758
211,68
867,228
248,468
283,334
312,582
505,395
417,426
434,431
432,182
947,451
467,485
538,700
213,550
265,558
242,583
674,906
458,739
772,31
873,227
922,886
132,492
347,260
968,274
336,455
354,349
391,679
618,499
506,749
553,134
598,775
809,657
779,669
406,847
979,747
135,1031
168,169
418,285
344,348
616,447
56,486
691,516
309,631
686,142
35,629
43,36
792,94
121,118
120,123
152,220
232,329
554,235
507,263
275,276
371,975
428,422
429,415
433,421
649,473
264,524
566,967
547,589
856,626
753,615
849,789
888,586
963,844
969,972
973,270
93,1023
482,205
628,734
58,183
88,63
89,252
112,223
145,764
225,519
234,116
280,297
396,479
355,398
496,438
469,471
978,602
603,638
360,701
617,810
480,961
49,42
233,462
530,154
258,27
425,66
105,91
126,127
212,261
272,279
136,514
1012,790
817,950
997,902
960,231
339,966
240,1016
198,22
627,44
76,358
273,190
959,239
1005,269
296,295
818,362
357,413
416,427
481,60
236,503
829,653
681,491
706,786
833,756
196,862
230,167
177,86
1032,571
72,75
150,286
164,165
424,217
323,229
192,277
278,271
73,318
345,353
373,374
445,559
592,637
625,610
622,806
724,342
593,903
857,925
545,17
37,39
41,45
488,201
241,463
253,351
256,257
57,311
478,327
565,525
508,767
0,346
216,405
364,437
584,46
363,14
460,407
475,901
956,942
1018,299
737,591
777,153
178,787
20,206
520,71
113,343
321,214
82,365
315,388
28,399
401,682
854,238
897,10
202,532
40,50
34,47
546,510
917,799
872,765
249,226
560,162
48,32
266,379
449,5
483,95
124,869
693,470
536,578
852,596
677,934
938,812
243,991
81,114
632,115
517,111
400,186
404,454
552,459
529,587
654,175
889,97
268,244
390,151
394,131
172,294
456,267
497,250
16,170
161,292,317
522,620
548,222
393,412
850,69
931,933
814,502
157,189
441,122
537,55
513,87
376,375
224,219
651,325
332,77
322,493
576,291
2,92
570,98
141,215
187,557
108,341
3,166
512,588
409,61
333,430
633,732
640,791
928,210
704,930
1033,853
448,6
600,646
803,723
498,828
992,410
585,137
144,663
690,851
1008,716
408,306
392,185
184,195
288,599
476,245
208,29
521,377
65,51
340,101
171,103,319
26,974
203,204,199
976,996
320,533,200
1026,911
24,402
403,38
337,207
900,366
53,534
74,139,247
290,1013
308,110
848,158
776,825
905,740
500,918
718,710
755,983
797,807
221,173
368,304
464,509
528,567
795,531
683,1022
160,446
104,99
457,117,79
128,107,461
370,572,414
138,861,30
9,442,287
130,147,78,106
472,218,7
80,155,156
129,338,246
18,284,102
193
